date,receiver_bank,blood_group,component_type,closing_inventory,safety_stock,deficit_units,transfer_received,inventory_after_transfer,remaining_deficit,transfer_status,donor_bank,recommended_transfer_units,donor_wastage_risk,receiver_risk_score,recommended_action
2024-10-04,BB002,O+,Platelets,7,10.653960553393107,4,4,11.0,0.0,Resolved,BB007,4,0.9388228976695719,0.6723550476671509,Transfer recommended
2024-10-07,BB002,O+,Platelets,4,10.835647756229335,7,7,11.0,0.0,Resolved,BB003,7,0.9398797657182594,0.45438256761734264,Transfer recommended
2024-10-08,BB002,O+,Platelets,1,11.106991889087288,11,11,12.0,0.0,Resolved,BB003,11,0.8893882006496594,0.7285541447784805,Transfer recommended
2024-10-09,BB002,O+,Platelets,0,11.356867234547407,12,8,8.0,3.3568672345474067,Partially Resolved,BB004,8,0.8970865358793533,0.7352653887528742,Transfer plus external replenishment required
2024-12-22,BB002,O+,Platelets,8,12.127105359196834,5,5,13.0,0.0,Resolved,BB004,5,0.9507991383907246,0.5690705207310396,Transfer recommended
2024-12-23,BB002,O+,Platelets,6,11.612862163147739,6,6,12.0,0.0,Resolved,BB004,6,0.9430632421336067,0.6937857698138871,Transfer recommended
2024-12-24,BB002,O+,Platelets,3,11.587410348598283,9,9,12.0,0.0,Resolved,BB004,9,0.9125640183131445,0.7174351416324662,Transfer recommended
2024-12-26,BB002,O+,Platelets,9,11.731963751004859,3,3,12.0,0.0,Resolved,BB006,3,0.9214705592541031,0.5123750436231829,Transfer recommended
2024-12-16,BB002,O-,Platelets,0,1.0054291018547472,2,2,2.0,0.0,Resolved,BB005,2,0.9296626783816162,0.6339615315620966,Transfer recommended
2024-10-29,BB003,A+,Platelets,5,9.260273371823649,5,5,10.0,0.0,Resolved,BB012,5,0.8493903056399552,0.3813577525606883,Transfer recommended
2024-10-30,BB003,A+,Platelets,7,10.015842153064975,4,4,11.0,0.0,Resolved,BB008,4,0.8498679329350778,0.6480989147100074,Transfer recommended
2024-10-31,BB003,A+,Platelets,5,10.055396708793756,6,6,11.0,0.0,Resolved,BB001,6,0.8464834934079448,0.6866604864162766,Transfer recommended
2024-11-01,BB003,A+,Platelets,6,9.946839871869122,4,2,8.0,1.9468398718691216,Partially Resolved,BB005,2,0.7524119285203423,0.6636713909987926,Transfer plus external replenishment required
2024-11-02,BB003,A+,Platelets,0,9.368535225634963,10,10,10.0,0.0,Resolved,BB005,10,0.8165331984855282,0.6883243357087727,Transfer recommended
2024-11-03,BB003,A+,Platelets,0,10.13376858587086,11,8,8.0,2.1337685858708593,Partially Resolved,BB005,8,0.8976424004268136,0.7265981701858246,Transfer plus external replenishment required
2024-12-29,BB003,A+,Platelets,9,10.52995263881822,2,2,11.0,0.0,Resolved,BB009,2,0.9448945012957459,0.5640537241219553,Transfer recommended
2024-12-30,BB003,A+,Platelets,9,10.250896258248217,2,2,11.0,0.0,Resolved,BB001,2,0.9524497857439819,0.5876311501758398,Transfer recommended
2024-11-11,BB003,A-,Platelets,0,1.1785055667504845,2,0,0.0,1.1785055667504845,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-12,BB003,A-,Platelets,0,1.2013719387902886,2,0,0.0,1.2013719387902886,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-13,BB003,A-,Platelets,0,1.2013719387902886,2,0,0.0,1.2013719387902886,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-14,BB003,A-,Platelets,0,1.1822630168827648,2,0,0.0,1.1822630168827648,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-15,BB003,A-,Platelets,0,1.2013719387902886,2,0,0.0,1.2013719387902886,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-16,BB003,A-,Platelets,0,1.1812240610715765,2,0,0.0,1.1812240610715765,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-17,BB003,A-,Platelets,0,1.1537610270359226,2,0,0.0,1.1537610270359226,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-18,BB003,A-,Platelets,0,1.2013719387902886,2,0,0.0,1.2013719387902886,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-19,BB003,A-,Platelets,0,1.2013719387902886,2,0,0.0,1.2013719387902886,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-13,BB003,A-,Platelets,0,1.0396056313134272,2,2,2.0,0.0,Resolved,BB006,2,0.914918643235925,0.640879359711932,Transfer recommended
2024-12-14,BB003,A-,Platelets,0,1.0818380653969135,2,2,2.0,0.0,Resolved,BB006,2,0.933729531997675,0.6435923984667131,Transfer recommended
2024-12-15,BB003,A-,Platelets,0,1.1368409297872248,2,0,0.0,1.1368409297872248,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-06,BB003,AB+,Platelets,2,3.7543303730535085,2,2,4.0,0.0,Resolved,BB004,2,0.9462172701484473,0.6055658242296545,Transfer recommended
2024-10-08,BB003,AB+,Platelets,0,3.2159033533175077,4,4,4.0,0.0,Resolved,BB004,4,0.9334392702287685,0.5500390625417448,Transfer recommended
2024-10-09,BB003,AB+,Platelets,0,3.6647688621986974,4,4,4.0,0.0,Resolved,BB004,4,0.9391110821875048,0.6838032421516558,Transfer recommended
2024-10-10,BB003,AB+,Platelets,1,3.841403822306641,3,3,4.0,0.0,Resolved,BB009,3,0.9422117383782632,0.6846197454442862,Transfer recommended
2024-10-11,BB003,AB+,Platelets,0,3.7562080636704454,4,4,4.0,0.0,Resolved,BB009,4,0.9442952768967371,0.6735303337329418,Transfer recommended
2024-10-13,BB003,AB+,Platelets,0,3.6796375891660684,4,4,4.0,0.0,Resolved,BB007,4,0.9115313001680314,0.6443989489415833,Transfer recommended
2024-10-16,BB003,AB+,Platelets,0,4.020886421933559,5,5,5.0,0.0,Resolved,BB007,5,0.9346303770785926,0.5181870814456654,Transfer recommended
2024-10-17,BB003,AB+,Platelets,1,4.090226121706261,4,4,5.0,0.0,Resolved,BB007,4,0.9445000328716537,0.6819450424242848,Transfer recommended
2024-10-18,BB003,AB+,Platelets,2,4.330629645465308,3,3,5.0,0.0,Resolved,BB001,3,0.9371800411370624,0.6710119725849328,Transfer recommended
2024-10-19,BB003,AB+,Platelets,2,4.0007385442148475,3,3,5.0,0.0,Resolved,BB001,3,0.9007384782991206,0.6592996253761628,Transfer recommended
2024-10-21,BB003,AB+,Platelets,1,3.8967848867625596,3,3,4.0,0.0,Resolved,BB002,3,0.9414289490107492,0.6168067193644677,Transfer recommended
2024-10-22,BB003,AB+,Platelets,0,4.0627940487928225,5,5,5.0,0.0,Resolved,BB011,5,0.9476150536733464,0.6717293179414778,Transfer recommended
2024-10-24,BB003,AB+,Platelets,3,4.026052399460699,2,2,5.0,0.0,Resolved,BB001,2,0.9158337895540596,0.5431750935756567,Transfer recommended
2024-10-25,BB003,AB+,Platelets,0,4.265482346056683,5,5,5.0,0.0,Resolved,BB007,5,0.902853378657689,0.6372467933717898,Transfer recommended
2024-10-26,BB003,AB+,Platelets,0,4.0059045217419875,5,5,5.0,0.0,Resolved,BB007,5,0.9113410013196191,0.6839313848456235,Transfer recommended
2024-10-27,BB003,AB+,Platelets,0,4.0745765713340125,5,5,5.0,0.0,Resolved,BB007,5,0.9412689569765024,0.6810363767043746,Transfer recommended
2024-10-28,BB003,AB+,Platelets,0,4.026052399460699,5,5,5.0,0.0,Resolved,BB005,5,0.9275706777410803,0.6811919802653326,Transfer recommended
2024-10-29,BB003,AB+,Platelets,0,4.21695817418337,5,5,5.0,0.0,Resolved,BB007,5,0.9546022531697216,0.6831856585862424,Transfer recommended
2024-10-30,BB003,AB+,Platelets,1,4.265482346056683,4,4,5.0,0.0,Resolved,BB007,4,0.9464667056897184,0.6855272095314768,Transfer recommended
2024-10-31,BB003,AB+,Platelets,2,3.701753194253069,2,2,4.0,0.0,Resolved,BB005,2,0.938752667928105,0.6398463912253007,Transfer recommended
2024-11-04,BB003,AB+,Platelets,2,3.514094080128001,2,2,4.0,0.0,Resolved,BB001,2,0.9184634205455803,0.5737774489238909,Transfer recommended
2024-11-05,BB003,AB+,Platelets,0,3.4624779731459423,4,2,2.0,1.4624779731459423,Partially Resolved,BB006,2,0.9191584583161604,0.5951474024560229,Transfer plus external replenishment required
2024-11-06,BB003,AB+,Platelets,0,3.428898321491804,4,4,4.0,0.0,Resolved,BB001,4,0.8929980744220823,0.675239207130472,Transfer recommended
2024-11-07,BB003,AB+,Platelets,0,3.428898321491804,4,4,4.0,0.0,Resolved,BB005,4,0.9105702232889322,0.675127114650413,Transfer recommended
2024-11-09,BB003,AB+,Platelets,2,3.206029547622057,2,2,4.0,0.0,Resolved,BB005,2,0.9388313128423624,0.5641561792698702,Transfer recommended
2024-11-10,BB003,AB+,Platelets,2,3.3502969181553253,2,2,4.0,0.0,Resolved,BB005,2,0.9364241867609204,0.6121231532396377,Transfer recommended
2024-11-11,BB003,AB+,Platelets,1,2.9027938878294006,2,2,3.0,0.0,Resolved,BB005,2,0.9421703610418795,0.6390132351157403,Transfer recommended
2024-10-01,BB003,AB-,PRBC,0,1.2773523601102443,2,2,2.0,0.0,Resolved,BB009,2,0.8464245365312312,0.4957824483085391,Transfer recommended
2024-10-02,BB003,AB-,PRBC,0,1.2297414483558788,2,2,2.0,0.0,Resolved,BB009,2,0.8464245365312312,0.6176773157342423,Transfer recommended
2024-10-01,BB003,B+,Platelets,5,11.29832706301598,7,2,7.0,4.29832706301598,Partially Resolved,BB009,2,0.9458832384408931,0.7149218910553123,Transfer plus external replenishment required
2024-10-02,BB003,B+,Platelets,7,11.289284809317403,5,5,12.0,0.0,Resolved,BB001,5,0.9362195216560731,0.6771804269188798,Transfer recommended
2024-10-26,BB003,B+,Platelets,8,9.398528908737493,2,2,10.0,0.0,Resolved,BB010,2,0.947976509650935,0.5898708230693066,Transfer recommended
2024-10-28,BB003,B+,Platelets,4,10.17245585716628,7,7,11.0,0.0,Resolved,BB001,7,0.9479356166030131,0.6282917412256681,Transfer recommended
2024-10-29,BB003,B+,Platelets,8,9.262049025499513,2,2,10.0,0.0,Resolved,BB001,2,0.9526809463972876,0.6335420221976874,Transfer recommended
2024-10-30,BB003,B+,Platelets,4,9.318212099862057,6,6,10.0,0.0,Resolved,BB002,6,0.9395675927270505,0.6727705119075287,Transfer recommended
2024-10-31,BB003,B+,Platelets,4,9.544664194999822,6,6,10.0,0.0,Resolved,BB002,6,0.938699808116024,0.7105792858720335,Transfer recommended
2024-11-02,BB003,B+,Platelets,5,9.146340663518858,5,5,10.0,0.0,Resolved,BB006,5,0.9354795960162006,0.5896186287118028,Transfer recommended
2024-11-04,BB003,B+,Platelets,8,10.439137405346065,3,3,11.0,0.0,Resolved,BB004,3,0.9436781840670395,0.5585970306940118,Transfer recommended
2024-11-06,BB003,B+,Platelets,9,10.451692194355992,2,2,11.0,0.0,Resolved,BB004,2,0.9145790604678169,0.3276592681099267,Transfer recommended
2024-11-08,BB003,B+,Platelets,9,10.312697292652533,2,2,11.0,0.0,Resolved,BB011,2,0.8444937577078909,0.5496224123598474,Transfer recommended
2024-11-11,BB003,B+,Platelets,9,10.107868643461721,2,2,11.0,0.0,Resolved,BB011,2,0.918865082836033,0.5414002756579306,Transfer recommended
2024-11-30,BB003,B+,Platelets,8,9.294906204852193,2,2,10.0,0.0,Resolved,BB011,2,0.9282964891391008,0.5701701353357079,Transfer recommended
2024-12-01,BB003,B+,Platelets,1,9.389445136121047,9,9,10.0,0.0,Resolved,BB011,9,0.9288437010020356,0.6806592436738047,Transfer recommended
2024-10-03,BB003,B-,Platelets,0,1.1041568486944968,2,2,2.0,0.0,Resolved,BB007,2,0.8938159271162743,0.579550677306069,Transfer recommended
2024-10-04,BB003,B-,Platelets,0,1.0865315654036236,2,0,0.0,1.0865315654036236,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-07,BB003,B-,Platelets,0,1.0294246489344627,2,2,2.0,0.0,Resolved,BB007,2,0.9273894863858038,0.5838799732504378,Transfer recommended
2024-10-15,BB003,B-,Platelets,0,1.1251624354205831,2,0,0.0,1.1251624354205831,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-16,BB003,B-,Platelets,0,1.292567019993504,2,0,0.0,1.292567019993504,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-17,BB003,B-,Platelets,0,1.1976711813909828,2,0,0.0,1.1976711813909828,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-18,BB003,B-,Platelets,0,1.182123699145125,2,2,2.0,0.0,Resolved,BB009,2,0.8572232975833469,0.657742849305434,Transfer recommended
2024-10-20,BB003,B-,Platelets,0,1.000470768977953,2,2,2.0,0.0,Resolved,BB004,2,0.9232914199697422,0.6529606134886627,Transfer recommended
2024-12-02,BB003,B-,Platelets,0,1.0203286835203234,2,2,2.0,0.0,Resolved,BB005,2,0.9236103096863195,0.6049088522468268,Transfer recommended
2024-12-03,BB003,B-,Platelets,0,1.0673023129940007,2,2,2.0,0.0,Resolved,BB005,2,0.9280179559557601,0.6411375887210613,Transfer recommended
2024-12-05,BB003,B-,Platelets,0,1.0012197616127996,2,2,2.0,0.0,Resolved,BB005,2,0.9161989728801594,0.6039670546274472,Transfer recommended
2024-12-06,BB003,B-,Platelets,0,1.0673023129940007,2,2,2.0,0.0,Resolved,BB005,2,0.9168496227917963,0.6550392776356362,Transfer recommended
2024-12-07,BB003,B-,Platelets,0,1.0001808058016113,2,2,2.0,0.0,Resolved,BB005,2,0.878610768799291,0.6548321497598506,Transfer recommended
2024-12-08,BB003,B-,Platelets,0,1.0673023129940007,2,0,0.0,1.0673023129940007,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-09,BB003,B-,Platelets,0,1.0673023129940007,2,0,0.0,1.0673023129940007,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-12,BB003,B-,Platelets,0,1.4044867827116838,2,0,0.0,1.4044867827116838,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-20,BB003,B-,Platelets,0,1.6389083507522355,2,2,2.0,0.0,Resolved,BB001,2,0.9062371779473287,0.6504216403717551,Transfer recommended
2024-12-21,BB003,B-,Platelets,0,1.6317040990095317,2,2,2.0,0.0,Resolved,BB001,2,0.9429429996398252,0.6709814926164839,Transfer recommended
2024-12-23,BB003,B-,Platelets,0,1.609931431703985,2,2,2.0,0.0,Resolved,BB005,2,0.9220683977534143,0.6483530257224536,Transfer recommended
2024-12-24,BB003,B-,Platelets,0,1.6109762128055567,2,2,2.0,0.0,Resolved,BB005,2,0.9280713329886938,0.6685414288558937,Transfer recommended
2024-12-25,BB003,B-,Platelets,0,1.551898775618103,2,2,2.0,0.0,Resolved,BB007,2,0.8887433045611203,0.6665306068702612,Transfer recommended
2024-10-03,BB003,O+,PRBC,35,37.785291099386896,3,3,38.0,0.0,Resolved,BB006,3,0.7143553632748306,0.6432055985453144,Transfer recommended
2024-10-24,BB003,O+,Platelets,11,14.40808037358956,4,4,15.0,0.0,Resolved,BB012,4,0.9100531431217556,0.3984371643490028,Transfer recommended
2024-10-25,BB003,O+,Platelets,1,14.036273574499303,14,14,15.0,0.0,Resolved,BB012,14,0.9145760742326449,0.707708074486423,Transfer recommended
2024-10-26,BB003,O+,Platelets,0,13.449439619130981,14,14,14.0,0.0,Resolved,BB002,14,0.9069521236291702,0.7363154199059239,Transfer recommended
2024-10-27,BB003,O+,Platelets,6,14.841772280007177,9,9,15.0,0.0,Resolved,BB006,9,0.9297732144272117,0.7674350207132334,Transfer recommended
2024-11-08,BB003,O+,Platelets,4,17.72356357262555,14,14,18.0,0.0,Resolved,BB006,14,0.9316541419443111,0.5989609162606644,Transfer recommended
2024-11-09,BB003,O+,Platelets,9,18.159828688608517,10,10,19.0,0.0,Resolved,BB006,10,0.944244504291076,0.7780938039072094,Transfer recommended
2024-11-10,BB003,O+,Platelets,11,17.572939875511498,7,7,18.0,0.0,Resolved,BB001,7,0.9130647208227702,0.7181233133863745,Transfer recommended
2024-11-11,BB003,O+,Platelets,3,17.985957671978642,15,15,18.0,0.0,Resolved,BB001,15,0.942618056285539,0.7468468605862433,Transfer recommended
2024-11-12,BB003,O+,Platelets,11,17.372160975466766,7,7,18.0,0.0,Resolved,BB001,7,0.9498566434948971,0.7582966885872804,Transfer recommended
2024-11-13,BB003,O+,Platelets,0,17.372160975466766,18,10,10.0,7.372160975466766,Partially Resolved,BB011,10,0.9371227394735913,0.7677369666085905,Transfer plus external replenishment required
2024-11-14,BB003,O+,Platelets,0,17.586997469574577,18,4,4.0,13.586997469574577,Partially Resolved,BB011,4,0.9481923686587472,0.8104720103660663,Transfer plus external replenishment required
2024-11-15,BB003,O+,Platelets,0,16.868301648580893,17,17,17.0,0.0,Resolved,BB001,17,0.9306232910801251,0.7728175010557683,Transfer recommended
2024-11-16,BB003,O+,Platelets,0,16.994380059213245,17,17,17.0,0.0,Resolved,BB001,17,0.9309658479192945,0.7986546164899138,Transfer recommended
2024-11-17,BB003,O+,Platelets,0,17.286379419391164,18,18,18.0,0.0,Resolved,BB001,18,0.9467200740356423,0.7863007163831062,Transfer recommended
2024-11-18,BB003,O+,Platelets,0,16.445607335640634,17,17,17.0,0.0,Resolved,BB001,17,0.924621716356121,0.7697693315091927,Transfer recommended
2024-11-19,BB003,O+,Platelets,3,15.954735002729604,13,13,16.0,0.0,Resolved,BB001,13,0.8939278171980123,0.7914281434485624,Transfer recommended
2024-11-20,BB003,O+,Platelets,0,16.508581280644325,17,17,17.0,0.0,Resolved,BB001,17,0.907365342571396,0.7533858306112791,Transfer recommended
2024-11-21,BB003,O+,Platelets,0,16.700291787890905,17,17,17.0,0.0,Resolved,BB001,17,0.9196810705043749,0.7830864300452873,Transfer recommended
2024-11-22,BB003,O+,Platelets,2,16.536887630171183,15,15,17.0,0.0,Resolved,BB001,15,0.9255851517720518,0.7779993024900129,Transfer recommended
2024-11-23,BB003,O+,Platelets,10,16.024102100782006,7,3,13.0,3.024102100782006,Partially Resolved,BB001,3,0.8407187430642531,0.7033604008160033,Transfer plus external replenishment required
2024-12-06,BB003,O+,Platelets,15,18.303709805825683,4,4,19.0,0.0,Resolved,BB008,4,0.9452016811200937,0.38939792476396656,Transfer recommended
2024-12-15,BB003,O+,Platelets,17,19.31345523007415,3,3,20.0,0.0,Resolved,BB007,3,0.9426320055727195,0.279430741612905,Transfer recommended
2024-12-16,BB003,O+,Platelets,0,20.652718310345442,21,16,16.0,4.652718310345442,Partially Resolved,BB011,16,0.9484546036901156,0.77937441500246,Transfer plus external replenishment required
2024-12-17,BB003,O+,Platelets,0,20.171018364946175,21,21,21.0,0.0,Resolved,BB010,21,0.9478028441597627,0.8205632239119678,Transfer recommended
2024-12-18,BB003,O+,Platelets,4,20.061351363148354,17,17,21.0,0.0,Resolved,BB010,17,0.9414665418083141,0.83188964567358,Transfer recommended
2024-12-19,BB003,O+,Platelets,0,20.138896262686952,21,21,21.0,0.0,Resolved,BB004,21,0.9434835891231679,0.8380065247705233,Transfer recommended
2024-12-20,BB003,O+,Platelets,0,19.197631112443723,20,20,20.0,0.0,Resolved,BB011,20,0.9406446798153458,0.8318627560202971,Transfer recommended
2024-12-21,BB003,O+,Platelets,0,19.751909279453617,20,20,20.0,0.0,Resolved,BB008,20,0.9434286921624442,0.8113793746754456,Transfer recommended
2024-12-22,BB003,O+,Platelets,0,18.438054361948087,19,19,19.0,0.0,Resolved,BB004,19,0.9507991383907246,0.8328615242863737,Transfer recommended
2024-12-24,BB003,O+,Platelets,17,18.323839652926708,2,2,19.0,0.0,Resolved,BB004,2,0.9125640183131445,0.6647660494747554,Transfer recommended
2024-12-25,BB003,O+,Platelets,2,18.223582326642923,17,17,19.0,0.0,Resolved,BB010,17,0.9191126318444607,0.7503088396345015,Transfer recommended
2024-12-26,BB003,O+,Platelets,14,19.01929076513794,6,6,20.0,0.0,Resolved,BB006,6,0.9214705592541031,0.760631679360344,Transfer recommended
2024-12-27,BB003,O+,Platelets,12,19.569097756408848,8,8,20.0,0.0,Resolved,BB006,8,0.9342467650948116,0.7598250805279136,Transfer recommended
2024-12-28,BB003,O+,Platelets,0,19.213119603643158,20,20,20.0,0.0,Resolved,BB010,20,0.8768946534554446,0.8152006438194934,Transfer recommended
2024-12-29,BB003,O+,Platelets,0,19.55611457336638,20,20,20.0,0.0,Resolved,BB010,20,0.8918222490041292,0.8462816916429516,Transfer recommended
2024-12-30,BB003,O+,Platelets,0,18.750994616997673,19,19,19.0,0.0,Resolved,BB010,19,0.9173668031601815,0.8181797262085335,Transfer recommended
2024-10-01,BB003,O-,Platelets,0,2.0900414044797935,3,3,3.0,0.0,Resolved,BB008,3,0.7967084907576826,0.673161332720876,Transfer recommended
2024-10-02,BB003,O-,Platelets,1,2.0511176703014353,2,2,3.0,0.0,Resolved,BB008,2,0.8997498208697657,0.6732233852410017,Transfer recommended
2024-12-18,BB003,O-,Platelets,0,1.7497914640199137,2,0,0.0,1.7497914640199137,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-10-28,BB004,A+,Platelets,10,11.064903877947872,2,2,12.0,0.0,Resolved,BB002,2,0.7566101463231326,0.30564313307656044,Transfer recommended
2024-12-02,BB004,A+,Platelets,0,7.802121248883366,8,8,8.0,0.0,Resolved,BB009,8,0.82970767392013,0.5624656718806484,Transfer recommended
2024-12-03,BB004,A+,Platelets,0,8.526509404182443,9,5,5.0,3.526509404182443,Partially Resolved,BB009,5,0.8704657619947681,0.729054097530478,Transfer plus external replenishment required
2024-12-04,BB004,A+,Platelets,0,9.40194660249659,10,10,10.0,0.0,Resolved,BB001,10,0.9000371621692413,0.7351981590986059,Transfer recommended
2024-12-05,BB004,A+,Platelets,0,9.162103939673658,10,10,10.0,0.0,Resolved,BB001,10,0.858188761516065,0.7398480125646449,Transfer recommended
2024-12-06,BB004,A+,Platelets,2,10.771357053600596,9,9,11.0,0.0,Resolved,BB003,9,0.9154335247207064,0.7413623109511929,Transfer recommended
2024-12-07,BB004,A+,Platelets,0,10.242639056207155,11,11,11.0,0.0,Resolved,BB003,11,0.9465723347582919,0.7372569144604937,Transfer recommended
2024-12-08,BB004,A+,Platelets,0,10.938277705049288,11,11,11.0,0.0,Resolved,BB003,11,0.950794337351897,0.7304541185713309,Transfer recommended
2024-12-10,BB004,A+,Platelets,0,10.48314514729625,11,11,11.0,0.0,Resolved,BB003,11,0.9324752955373677,0.62921202875197,Transfer recommended
2024-12-11,BB004,A+,Platelets,0,11.748697690760936,12,12,12.0,0.0,Resolved,BB003,12,0.944919068643653,0.7340459616844843,Transfer recommended
2024-12-12,BB004,A+,Platelets,3,10.904804249509993,8,8,11.0,0.0,Resolved,BB003,8,0.9335864942141007,0.7324563903486565,Transfer recommended
2024-12-13,BB004,A+,Platelets,0,11.01631078050088,12,12,12.0,0.0,Resolved,BB010,12,0.9406650342504909,0.70808982079574,Transfer recommended
2024-12-15,BB004,A+,Platelets,3,11.469019304791024,9,7,10.0,1.4690193047910238,Partially Resolved,BB002,7,0.9172295229830154,0.5315448123509332,Transfer plus external replenishment required
2024-10-25,BB004,A-,Platelets,0,1.0127865849772644,2,0,0.0,1.0127865849772644,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-28,BB004,A-,Platelets,0,1.221729922466536,2,2,2.0,0.0,Resolved,BB010,2,0.9270245711584596,0.6265625604301781,Transfer recommended
2024-12-29,BB004,A-,Platelets,0,1.221729922466536,2,0,0.0,1.221729922466536,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-12-30,BB004,A-,Platelets,0,1.221729922466536,2,0,0.0,1.221729922466536,Network Uncovered,,0,0.0,0.0,External replenishment required
2024-11-10,BB004,AB+,Platelets,1,2.7114158789344556,2,2,3.0,0.0,Resolved,BB005,2,0.9364241867609204,0.6310313026294077,Transfer recommended
2024-11-13,BB004,AB+,Platelets,0,2.7269633611803137,3,3,3.0,0.0,Resolved,BB007,3,0.93775956204615,0.6454064372191958,Transfer recommended
2024-11-14,BB004,AB+,Platelets,0,2.328299517097228,3,3,3.0,0.0,Resolved,BB006,3,0.9237367899970749,0.6779763421581151,Transfer recommended
2024-11-15,BB004,AB+,Platelets,0,2.1570656982501304,3,3,3.0,0.0,Resolved,BB007,3,0.9341330202617444,0.6743417764703751,Transfer recommended
2024-11-16,BB004,AB+,Platelets,1,2.456799258129152,2,2,3.0,0.0,Resolved,BB006,2,0.9063501450418447,0.6781361394519285,Transfer recommended
2024-11-17,BB004,AB+,Platelets,1,2.44369834190417,2,2,3.0,0.0,Resolved,BB006,2,0.8851708610761939,0.6619756779549563,Transfer recommended
2024-11-19,BB004,AB+,Platelets,0,2.6175227705264286,3,3,3.0,0.0,Resolved,BB005,3,0.8718753600900402,0.6458979564001583,Transfer recommended
2024-11-20,BB004,AB+,Platelets,1,3.1531492869935396,3,3,4.0,0.0,Resolved,BB005,3,0.9073008455285569,0.6848782878050903,Transfer recommended
2024-11-21,BB004,AB+,Platelets,1,3.244588488465289,3,3,4.0,0.0,Resolved,BB005,3,0.9176370024606572,0.6730158702801081,Transfer recommended
2024-11-22,BB004,AB+,Platelets,0,3.244588488465289,4,4,4.0,0.0,Resolved,BB005,4,0.9291346074627764,0.671533622358049,Transfer recommended
2024-11-23,BB004,AB+,Platelets,0,3.2244406107465764,4,4,4.0,0.0,Resolved,BB005,4,0.9212897425465407,0.684405157178001,Transfer recommended
2024-11-24,BB004,AB+,Platelets,0,3.576240761096291,4,4,4.0,0.0,Resolved,BB005,4,0.9317834628504749,0.6869352721407395,Transfer recommended
2024-11-25,BB004,AB+,Platelets,2,3.6068957601550147,2,2,4.0,0.0,Resolved,BB005,2,0.9345079740474731,0.6655726071399578,Transfer recommended
2024-11-27,BB004,AB+,Platelets,1,3.1031188310122957,3,3,4.0,0.0,Resolved,BB006,3,0.9059660108764708,0.6233969409515118,Transfer recommended
2024-11-28,BB004,AB+,Platelets,0,3.4885763458026484,4,4,4.0,0.0,Resolved,BB003,4,0.9374655405111482,0.66981616050957,Transfer recommended
2024-11-29,BB004,AB+,Platelets,0,3.518267090168955,4,4,4.0,0.0,Resolved,BB003,4,0.942427720692791,0.6822644818550416,Transfer recommended
2024-11-30,BB004,AB+,Platelets,1,3.6664747769884225,3,3,4.0,0.0,Resolved,BB003,3,0.9474330873083615,0.68399716089947,Transfer recommended
2024-12-02,BB004,AB+,Platelets,2,3.7415075312227897,2,2,4.0,0.0,Resolved,BB003,2,0.9355397167897354,0.5299901688146101,Transfer recommended
2024-12-15,BB004,AB+,Platelets,0,3.239004258076776,4,2,2.0,1.239004258076776,Partially Resolved,BB007,2,0.8809538820838656,0.5648951697794392,Transfer plus external replenishment required
2024-12-16,BB004,AB+,Platelets,0,3.5721795782750134,4,4,4.0,0.0,Resolved,BB007,4,0.8961879392546205,0.6833730474835807,Transfer recommended
2024-12-17,BB004,AB+,Platelets,0,3.6547454120667187,4,4,4.0,0.0,Resolved,BB007,4,0.9095716344329224,0.6822701739619608,Transfer recommended
2024-12-18,BB004,AB+,Platelets,0,3.4022866707181527,4,4,4.0,0.0,Resolved,BB007,4,0.9140097916951653,0.6852148120725293,Transfer recommended
2024-12-19,BB004,AB+,Platelets,0,3.3939128521247146,4,4,4.0,0.0,Resolved,BB003,4,0.9179354018807474,0.683694727659925,Transfer recommended
2024-12-20,BB004,AB+,Platelets,1,3.4724091719873917,3,3,4.0,0.0,Resolved,BB003,3,0.9192524289091842,0.6830484051504426,Transfer recommended
2024-12-23,BB004,AB+,Platelets,2,3.4608480871225473,2,2,4.0,0.0,Resolved,BB003,2,0.9087488534303407,0.5896295084694858,Transfer recommended
2024-12-24,BB004,AB+,Platelets,1,3.412323915249234,3,3,4.0,0.0,Resolved,BB003,3,0.9120570446412752,0.6443178946035241,Transfer recommended
