date,blood_bank_id,blood_group,component_type,opening_inventory,donations_collected,units_discarded_tti,transfers_in,transfers_out,units_requested,units_fulfilled,units_expired,units_wasted,closing_inventory
2023-07-29,BB010,O+,FFP,216,13,0,0,0,6,6,0,0,223
2023-07-29,BB010,B+,PRBC,402,13,0,0,0,12,12,0,0,403
2023-07-29,BB010,B+,Platelets,44,0,0,0,0,6,6,3,3,35
2023-07-29,BB010,B+,FFP,145,5,0,0,0,2,2,0,0,148
2023-07-29,BB010,A+,PRBC,143,5,0,0,0,1,1,0,0,147
2023-07-29,BB010,A+,Platelets,17,8,0,0,0,6,6,0,0,19
2023-07-29,BB010,A+,FFP,73,4,0,4,0,1,1,0,0,80
2023-07-29,BB010,AB+,PRBC,107,7,0,0,0,0,0,0,0,114
2023-07-29,BB010,AB+,Platelets,0,1,0,0,0,0,0,0,0,1
2023-07-29,BB010,AB+,FFP,44,1,0,0,0,3,3,0,0,42
2023-07-29,BB010,O-,PRBC,70,3,0,0,2,1,1,0,0,70
2023-07-29,BB010,O-,Platelets,4,3,0,0,0,0,0,0,0,7
2023-07-29,BB010,O-,FFP,3,0,0,0,0,0,0,0,0,3
2023-07-29,BB010,B-,PRBC,28,0,0,0,0,0,0,0,0,28
2023-07-29,BB010,B-,Platelets,4,0,0,0,0,1,1,0,0,3
2023-07-29,BB010,B-,FFP,10,1,0,5,0,1,1,0,0,15
2023-07-29,BB010,A-,PRBC,69,3,0,0,0,1,1,0,0,71
2023-07-29,BB010,A-,Platelets,2,1,0,0,0,1,1,0,0,2
2023-07-29,BB010,A-,FFP,35,1,0,0,0,0,0,0,0,36
2023-07-29,BB010,AB-,PRBC,22,0,0,0,0,0,0,0,0,22
2023-07-29,BB010,AB-,Platelets,0,1,0,0,0,0,0,0,0,1
2023-07-29,BB010,AB-,FFP,25,0,0,0,0,0,0,0,0,25
2023-07-29,BB011,O+,PRBC,163,4,0,0,0,24,24,0,0,143
2023-07-29,BB011,O+,Platelets,28,1,0,0,0,6,6,0,0,23
2023-07-29,BB011,O+,FFP,70,6,0,0,0,2,2,0,0,74
2023-07-29,BB011,B+,PRBC,15,8,0,0,0,7,7,0,0,16
2023-07-29,BB011,B+,Platelets,0,1,0,0,0,0,0,0,0,1
2023-07-29,BB011,B+,FFP,62,2,0,0,0,1,1,0,0,63
2023-07-29,BB011,A+,PRBC,237,16,0,0,0,9,9,0,0,244
2023-07-29,BB011,A+,Platelets,10,1,0,0,0,1,1,0,0,10
2023-07-29,BB011,A+,FFP,108,1,0,0,0,0,0,0,0,109
2023-07-29,BB011,AB+,PRBC,49,1,0,0,0,2,2,0,0,48
2023-07-29,BB011,AB+,Platelets,7,2,0,0,0,1,1,0,0,8
2023-07-29,BB011,AB+,FFP,32,0,0,0,0,0,0,0,0,32
2023-07-29,BB011,O-,PRBC,36,1,0,0,0,0,0,0,0,37
2023-07-29,BB011,O-,Platelets,4,0,0,0,0,0,0,0,0,4
2023-07-29,BB011,O-,FFP,27,1,0,0,0,0,0,0,0,28
2023-07-29,BB011,B-,PRBC,11,0,0,0,0,0,0,0,0,11
2023-07-29,BB011,B-,Platelets,5,0,0,0,0,0,0,3,3,2
2023-07-29,BB011,B-,FFP,12,1,0,0,0,0,0,0,0,13
2023-07-29,BB011,A-,PRBC,3,1,0,0,0,0,0,0,0,4
2023-07-29,BB011,A-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-29,BB011,A-,FFP,14,1,0,0,0,0,0,0,0,15
2023-07-29,BB011,AB-,PRBC,13,1,0,0,0,0,0,0,0,14
2023-07-29,BB011,AB-,Platelets,2,0,0,0,0,0,0,0,0,2
2023-07-29,BB011,AB-,FFP,10,0,0,0,0,0,0,0,0,10
2023-07-29,BB012,O+,PRBC,151,1,0,4,0,12,12,0,0,144
2023-07-29,BB012,O+,Platelets,13,7,0,0,0,6,6,1,1,13
2023-07-29,BB012,O+,FFP,59,0,0,0,0,1,1,0,0,58
2023-07-29,BB012,B+,PRBC,22,7,0,0,0,12,12,0,0,17
2023-07-29,BB012,B+,Platelets,15,1,0,0,0,2,2,0,0,14
2023-07-29,BB012,B+,FFP,6,2,0,0,0,2,2,0,0,6
2023-07-29,BB012,A+,PRBC,79,1,0,0,0,1,1,0,0,79
2023-07-29,BB012,A+,Platelets,5,4,0,0,0,1,1,0,0,8
2023-07-29,BB012,A+,FFP,2,1,0,0,0,1,1,0,0,2
2023-07-29,BB012,AB+,PRBC,37,0,0,0,0,2,2,0,0,35
2023-07-29,BB012,AB+,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-29,BB012,AB+,FFP,18,0,0,1,0,0,0,0,0,19
2023-07-29,BB012,O-,PRBC,5,1,0,0,0,1,1,0,0,5
2023-07-29,BB012,O-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-29,BB012,O-,FFP,5,0,0,0,0,0,0,0,0,5
2023-07-29,BB012,B-,PRBC,7,0,0,0,0,0,0,0,0,7
2023-07-29,BB012,B-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-29,BB012,B-,FFP,10,0,0,0,0,0,0,0,0,10
2023-07-29,BB012,A-,PRBC,17,0,0,0,0,0,0,0,0,17
2023-07-29,BB012,A-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-29,BB012,A-,FFP,12,0,0,0,0,0,0,0,0,12
2023-07-29,BB012,AB-,PRBC,1,0,0,0,0,0,0,0,0,1
2023-07-29,BB012,AB-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-29,BB012,AB-,FFP,3,0,0,0,0,0,0,0,0,3
2023-07-30,BB001,O+,PRBC,19,28,0,0,0,34,34,0,0,13
2023-07-30,BB001,O+,Platelets,44,11,0,0,0,8,8,0,0,47
2023-07-30,BB001,O+,FFP,248,23,0,0,0,9,9,0,0,262
2023-07-30,BB001,B+,PRBC,108,7,0,0,0,23,23,0,0,92
2023-07-30,BB001,B+,Platelets,25,6,0,0,0,4,4,0,0,27
2023-07-30,BB001,B+,FFP,194,2,0,0,0,7,7,0,0,189
2023-07-30,BB001,A+,PRBC,574,4,0,1,0,14,14,0,0,565
2023-07-30,BB001,A+,Platelets,37,4,0,0,0,4,4,0,0,37
2023-07-30,BB001,A+,FFP,118,3,0,0,0,5,5,0,0,116
2023-07-30,BB001,AB+,PRBC,4,1,0,0,0,2,2,0,0,3
2023-07-30,BB001,AB+,Platelets,5,2,0,0,0,0,0,0,0,7
2023-07-30,BB001,AB+,FFP,26,1,0,0,0,0,0,0,0,27
2023-07-30,BB001,O-,PRBC,15,2,0,0,0,1,1,0,0,16
2023-07-30,BB001,O-,Platelets,2,2,0,0,0,1,1,0,0,3
2023-07-30,BB001,O-,FFP,23,3,0,0,0,0,0,0,0,26
2023-07-30,BB001,B-,PRBC,19,1,0,0,0,1,1,0,0,19
2023-07-30,BB001,B-,Platelets,2,0,0,0,0,1,1,0,0,1
2023-07-30,BB001,B-,FFP,1,0,0,0,0,1,1,0,0,0
2023-07-30,BB001,A-,PRBC,64,0,0,0,0,1,1,0,0,63
2023-07-30,BB001,A-,Platelets,1,0,0,0,0,1,1,0,0,0
2023-07-30,BB001,A-,FFP,11,1,0,0,0,0,0,0,0,12
2023-07-30,BB001,AB-,PRBC,3,0,0,1,0,0,0,0,0,4
2023-07-30,BB001,AB-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-30,BB001,AB-,FFP,20,1,0,0,0,0,0,0,0,21
2023-07-30,BB002,O+,PRBC,201,3,0,0,0,14,14,0,0,190
2023-07-30,BB002,O+,Platelets,7,7,0,0,0,13,13,0,0,1
2023-07-30,BB002,O+,FFP,86,1,0,0,0,12,12,0,0,75
2023-07-30,BB002,B+,PRBC,226,10,0,0,0,4,4,0,0,232
2023-07-30,BB002,B+,Platelets,29,6,0,0,0,5,5,12,12,18
2023-07-30,BB002,B+,FFP,29,1,0,0,0,0,0,0,0,30
2023-07-30,BB002,A+,PRBC,256,4,0,0,0,5,5,8,8,247
2023-07-30,BB002,A+,Platelets,13,5,0,0,0,1,1,2,2,15
2023-07-30,BB002,A+,FFP,7,2,0,0,0,1,1,0,0,8
2023-07-30,BB002,AB+,PRBC,89,3,0,0,0,1,1,0,0,91
2023-07-30,BB002,AB+,Platelets,2,0,0,0,0,0,0,0,0,2
2023-07-30,BB002,AB+,FFP,5,1,0,0,0,1,1,0,0,5
2023-07-30,BB002,O-,PRBC,34,2,0,0,0,0,0,0,0,36
2023-07-30,BB002,O-,Platelets,2,1,0,0,0,1,1,0,0,2
2023-07-30,BB002,O-,FFP,11,1,0,0,0,1,1,0,0,11
2023-07-30,BB002,B-,PRBC,0,0,0,0,0,1,0,0,0,0
2023-07-30,BB002,B-,Platelets,2,0,0,0,0,0,0,1,1,1
2023-07-30,BB002,B-,FFP,29,0,0,0,0,1,1,0,0,28
2023-07-30,BB002,A-,PRBC,21,1,0,0,0,3,3,0,0,19
2023-07-30,BB002,A-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-30,BB002,A-,FFP,11,0,0,0,0,0,0,0,0,11
2023-07-30,BB002,AB-,PRBC,4,0,0,0,0,0,0,0,0,4
2023-07-30,BB002,AB-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-30,BB002,AB-,FFP,2,0,0,0,0,0,0,0,0,2
2023-07-30,BB003,O+,PRBC,212,14,0,0,0,26,26,0,0,200
2023-07-30,BB003,O+,Platelets,52,11,0,0,0,15,15,0,0,48
2023-07-30,BB003,O+,FFP,90,4,0,0,0,6,6,0,0,88
2023-07-30,BB003,B+,PRBC,141,21,0,0,0,18,18,0,0,144
2023-07-30,BB003,B+,Platelets,12,8,0,0,0,8,8,0,0,12
2023-07-30,BB003,B+,FFP,134,7,0,0,0,4,4,0,0,137
2023-07-30,BB003,A+,PRBC,456,4,0,0,0,4,4,0,0,456
2023-07-30,BB003,A+,Platelets,58,30,0,0,0,5,5,9,9,74
2023-07-30,BB003,A+,FFP,231,6,0,0,0,8,8,0,0,229
2023-07-30,BB003,AB+,PRBC,160,1,0,0,0,4,4,0,0,157
2023-07-30,BB003,AB+,Platelets,3,3,0,0,0,1,1,0,0,5
2023-07-30,BB003,AB+,FFP,44,3,0,0,0,2,2,0,0,45
2023-07-30,BB003,O-,PRBC,99,2,0,0,0,0,0,0,0,101
2023-07-30,BB003,O-,Platelets,7,1,0,0,0,3,3,2,2,3
2023-07-30,BB003,O-,FFP,22,1,0,0,0,0,0,0,0,23
2023-07-30,BB003,B-,PRBC,4,4,0,0,0,3,3,0,0,5
2023-07-30,BB003,B-,Platelets,9,0,0,0,0,1,1,1,1,7
2023-07-30,BB003,B-,FFP,45,2,0,0,0,0,0,0,0,47
2023-07-30,BB003,A-,PRBC,38,1,0,0,2,2,2,0,0,35
2023-07-30,BB003,A-,Platelets,0,2,0,0,0,0,0,0,0,2
2023-07-30,BB003,A-,FFP,53,0,0,0,0,1,1,0,0,52
2023-07-30,BB003,AB-,PRBC,8,1,0,0,0,0,0,0,0,9
2023-07-30,BB003,AB-,Platelets,1,0,0,0,0,0,0,0,0,1
2023-07-30,BB003,AB-,FFP,15,0,0,0,0,0,0,0,0,15
2023-07-30,BB004,O+,PRBC,788,42,0,0,0,15,15,0,0,815
2023-07-30,BB004,O+,Platelets,39,9,0,0,0,1,1,7,7,40
2023-07-30,BB004,O+,FFP,149,2,0,0,0,10,10,0,0,141
2023-07-30,BB004,B+,PRBC,519,43,0,0,0,7,7,0,0,555
2023-07-30,BB004,B+,Platelets,55,13,0,0,0,4,4,0,0,64
2023-07-30,BB004,B+,FFP,111,9,0,0,0,7,7,0,0,113
2023-07-30,BB004,A+,PRBC,652,2,0,0,0,12,12,0,0,642
2023-07-30,BB004,A+,Platelets,48,14,0,0,0,7,7,0,0,55
2023-07-30,BB004,A+,FFP,111,9,0,0,0,1,1,0,0,119
2023-07-30,BB004,AB+,PRBC,72,0,0,0,0,1,1,0,0,71
2023-07-30,BB004,AB+,Platelets,14,1,0,0,0,1,1,11,11,3
2023-07-30,BB004,AB+,FFP,13,0,0,0,0,1,1,0,0,12
2023-07-30,BB004,O-,PRBC,37,7,0,0,0,1,1,0,0,43
2023-07-30,BB004,O-,Platelets,0,1,0,0,0,1,1,0,0,0
2023-07-30,BB004,O-,FFP,9,1,0,0,0,0,0,0,0,10
2023-07-30,BB004,B-,PRBC,42,4,0,0,0,0,0,0,0,46
2023-07-30,BB004,B-,Platelets,4,1,0,0,0,0,0,0,0,5
2023-07-30,BB004,B-,FFP,6,0,0,0,0,0,0,0,0,6
2023-07-30,BB004,A-,PRBC,46,0,0,0,0,0,0,0,0,46
2023-07-30,BB004,A-,Platelets,1,1,0,0,0,0,0,0,0,2
2023-07-30,BB004,A-,FFP,12,0,0,0,0,0,0,0,0,12
2023-07-30,BB004,AB-,PRBC,16,0,0,0,0,0,0,0,0,16
2023-07-30,BB004,AB-,Platelets,3,0,0,0,0,0,0,0,0,3
2023-07-30,BB004,AB-,FFP,12,0,0,0,0,0,0,0,0,12
2023-07-30,BB005,O+,PRBC,158,15,0,0,0,64,64,0,0,109
2023-07-30,BB005,O+,Platelets,24,19,0,0,0,1,1,0,0,42
2023-07-30,BB005,O+,FFP,174,2,0,0,0,7,7,0,0,169
2023-07-30,BB005,B+,PRBC,252,15,0,0,0,10,10,0,0,257
2023-07-30,BB005,B+,Platelets,25,5,0,0,0,1,1,0,0,29
2023-07-30,BB005,B+,FFP,83,0,0,0,0,2,2,0,0,81
2023-07-30,BB005,A+,PRBC,238,1,0,0,0,1,1,0,0,238
2023-07-30,BB005,A+,Platelets,4,1,0,0,0,3,3,0,0,2
2023-07-30,BB005,A+,FFP,46,3,0,0,0,7,7,0,0,42
2023-07-30,BB005,AB+,PRBC,40,0,0,0,0,5,5,0,0,35
2023-07-30,BB005,AB+,Platelets,10,2,0,0,0,0,0,0,0,12
2023-07-30,BB005,AB+,FFP,8,1,0,0,0,0,0,0,0,9
2023-07-30,BB005,O-,PRBC,60,0,0,4,0,1,1,0,0,63
2023-07-30,BB005,O-,Platelets,7,0,0,0,0,1,1,0,0,6
2023-07-30,BB005,O-,FFP,10,0,0,0,0,2,2,0,0,8
2023-07-30,BB005,B-,PRBC,62,1,0,0,0,3,3,0,0,60
2023-07-30,BB005,B-,Platelets,4,1,0,0,0,0,0,0,0,5
2023-07-30,BB005,B-,FFP,2,0,0,0,0,0,0,0,0,2
2023-07-30,BB005,A-,PRBC,24,1,0,0,0,1,1,0,0,24
2023-07-30,BB005,A-,Platelets,4,2,0,0,0,0,0,1,1,5
2023-07-30,BB005,A-,FFP,3,0,0,0,0,1,1,0,0,2
2023-07-30,BB005,AB-,PRBC,18,0,0,0,0,1,1,0,0,17
2023-07-30,BB005,AB-,Platelets,1,0,0,0,0,0,0,0,0,1
2023-07-30,BB005,AB-,FFP,11,0,0,0,0,0,0,0,0,11
2023-07-30,BB006,O+,PRBC,816,74,1,0,0,21,21,0,1,869
2023-07-30,BB006,O+,Platelets,33,5,0,0,0,4,4,0,0,34
2023-07-30,BB006,O+,FFP,79,1,0,0,0,7,7,0,0,73
2023-07-30,BB006,B+,PRBC,27,20,0,0,0,6,6,0,0,41
2023-07-30,BB006,B+,Platelets,46,10,0,0,0,2,2,0,0,54
2023-07-30,BB006,B+,FFP,258,2,0,0,0,3,3,0,0,257
2023-07-30,BB006,A+,PRBC,266,21,0,0,0,15,15,0,0,272
2023-07-30,BB006,A+,Platelets,24,4,0,0,0,18,18,0,0,10
2023-07-30,BB006,A+,FFP,50,2,0,0,0,4,4,0,0,48
2023-07-30,BB006,AB+,PRBC,14,13,0,0,0,0,0,0,0,27
2023-07-30,BB006,AB+,Platelets,3,0,0,0,0,3,3,0,0,0
2023-07-30,BB006,AB+,FFP,41,6,0,0,0,1,1,0,0,46
2023-07-30,BB006,O-,PRBC,85,1,0,0,0,2,2,0,0,84
2023-07-30,BB006,O-,Platelets,7,1,0,0,0,0,0,0,0,8
2023-07-30,BB006,O-,FFP,14,0,0,0,0,1,1,0,0,13
2023-07-30,BB006,B-,PRBC,12,1,0,0,0,0,0,0,0,13
2023-07-30,BB006,B-,Platelets,0,1,0,0,0,0,0,0,0,1
2023-07-30,BB006,B-,FFP,4,1,0,1,0,1,1,0,0,5
2023-07-30,BB006,A-,PRBC,40,0,0,1,0,2,2,0,0,39
2023-07-30,BB006,A-,Platelets,0,1,0,0,0,2,1,0,0,0
2023-07-30,BB006,A-,FFP,53,1,0,0,0,0,0,0,0,54
2023-07-30,BB006,AB-,PRBC,3,0,0,0,0,1,1,0,0,2
2023-07-30,BB006,AB-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-30,BB006,AB-,FFP,13,0,0,0,0,0,0,0,0,13
2023-07-30,BB007,O+,PRBC,488,7,0,0,0,34,34,0,0,461
2023-07-30,BB007,O+,Platelets,73,8,0,0,0,18,18,0,0,63
2023-07-30,BB007,O+,FFP,198,6,0,0,0,8,8,0,0,196
2023-07-30,BB007,B+,PRBC,183,12,0,0,1,11,11,0,0,183
2023-07-30,BB007,B+,Platelets,42,4,0,0,0,2,2,0,0,44
2023-07-30,BB007,B+,FFP,138,2,0,0,0,4,4,0,0,136
2023-07-30,BB007,A+,PRBC,171,30,0,0,0,7,7,0,0,194
2023-07-30,BB007,A+,Platelets,38,4,0,3,0,1,1,4,4,40
2023-07-30,BB007,A+,FFP,47,5,0,0,0,3,3,0,0,49
2023-07-30,BB007,AB+,PRBC,159,37,0,0,0,9,9,0,0,187
2023-07-30,BB007,AB+,Platelets,0,1,0,0,0,1,1,0,0,0
2023-07-30,BB007,AB+,FFP,62,1,0,0,0,1,1,0,0,62
2023-07-30,BB007,O-,PRBC,41,0,0,0,0,1,1,0,0,40
2023-07-30,BB007,O-,Platelets,2,2,0,0,0,0,0,0,0,4
2023-07-30,BB007,O-,FFP,15,3,0,0,0,2,2,0,0,16
2023-07-30,BB007,B-,PRBC,55,2,0,0,0,2,2,0,0,55
2023-07-30,BB007,B-,Platelets,0,1,0,0,0,0,0,0,0,1
2023-07-30,BB007,B-,FFP,33,0,0,0,0,1,1,0,0,32
2023-07-30,BB007,A-,PRBC,37,0,0,0,0,1,1,0,0,36
2023-07-30,BB007,A-,Platelets,8,0,0,0,0,0,0,1,1,7
2023-07-30,BB007,A-,FFP,31,1,0,0,0,1,1,0,0,31
2023-07-30,BB007,AB-,PRBC,16,0,0,0,0,0,0,0,0,16
2023-07-30,BB007,AB-,Platelets,0,1,0,0,0,0,0,0,0,1
2023-07-30,BB007,AB-,FFP,8,0,0,0,0,0,0,0,0,8
2023-07-30,BB008,O+,PRBC,173,0,0,0,0,2,2,0,0,171
2023-07-30,BB008,O+,Platelets,31,2,0,0,0,5,5,0,0,28
2023-07-30,BB008,O+,FFP,102,6,0,0,0,6,6,0,0,102
2023-07-30,BB008,B+,PRBC,229,8,0,0,0,5,5,0,0,232
2023-07-30,BB008,B+,Platelets,17,1,0,0,0,5,5,0,0,13
2023-07-30,BB008,B+,FFP,52,2,0,0,0,2,2,0,0,52
2023-07-30,BB008,A+,PRBC,84,3,0,0,0,5,5,0,0,82
2023-07-30,BB008,A+,Platelets,15,6,0,0,0,0,0,0,0,21
2023-07-30,BB008,A+,FFP,53,2,0,0,0,0,0,0,0,55
2023-07-30,BB008,AB+,PRBC,86,6,0,0,0,0,0,0,0,92
2023-07-30,BB008,AB+,Platelets,3,3,0,0,0,0,0,0,0,6
2023-07-30,BB008,AB+,FFP,58,0,0,0,0,1,1,0,0,57
2023-07-30,BB008,O-,PRBC,28,1,0,0,0,1,1,0,0,28
2023-07-30,BB008,O-,Platelets,0,1,0,0,0,1,1,0,0,0
2023-07-30,BB008,O-,FFP,22,0,0,0,0,1,1,0,0,21
2023-07-30,BB008,B-,PRBC,17,3,0,0,0,0,0,0,0,20
2023-07-30,BB008,B-,Platelets,6,0,0,0,0,0,0,0,0,6
2023-07-30,BB008,B-,FFP,31,0,0,0,0,0,0,0,0,31
2023-07-30,BB008,A-,PRBC,25,0,0,0,0,1,1,0,0,24
2023-07-30,BB008,A-,Platelets,2,0,0,0,0,0,0,0,0,2
2023-07-30,BB008,A-,FFP,2,0,0,0,0,0,0,0,0,2
2023-07-30,BB008,AB-,PRBC,0,0,0,0,0,0,0,0,0,0
2023-07-30,BB008,AB-,Platelets,1,0,0,0,0,0,0,0,0,1
2023-07-30,BB008,AB-,FFP,12,0,0,0,0,0,0,0,0,12
2023-07-30,BB009,O+,PRBC,527,43,0,0,0,6,6,0,0,564
2023-07-30,BB009,O+,Platelets,18,15,0,0,0,13,13,0,0,20
2023-07-30,BB009,O+,FFP,282,8,0,0,0,4,4,0,0,286
2023-07-30,BB009,B+,PRBC,368,18,0,1,0,5,5,0,0,382
2023-07-30,BB009,B+,Platelets,19,9,0,0,0,4,4,0,0,24
2023-07-30,BB009,B+,FFP,5,14,0,0,0,2,2,0,0,17
2023-07-30,BB009,A+,PRBC,525,12,0,0,0,13,13,0,0,524
2023-07-30,BB009,A+,Platelets,2,12,0,0,0,2,2,0,0,12
2023-07-30,BB009,A+,FFP,155,9,0,0,0,7,7,0,0,157
2023-07-30,BB009,AB+,PRBC,130,2,0,0,3,5,5,0,0,124
2023-07-30,BB009,AB+,Platelets,8,4,0,0,0,0,0,0,0,12
2023-07-30,BB009,AB+,FFP,42,0,0,0,0,1,1,0,0,41
2023-07-30,BB009,O-,PRBC,29,1,0,0,0,2,2,0,0,28
2023-07-30,BB009,O-,Platelets,2,0,0,0,0,1,1,0,0,1
2023-07-30,BB009,O-,FFP,42,1,0,0,0,0,0,0,0,43
2023-07-30,BB009,B-,PRBC,32,1,0,0,0,1,1,0,0,32
2023-07-30,BB009,B-,Platelets,6,1,0,0,0,1,1,1,1,5
2023-07-30,BB009,B-,FFP,27,0,0,0,0,0,0,0,0,27
2023-07-30,BB009,A-,PRBC,8,1,0,0,0,1,1,0,0,8
2023-07-30,BB009,A-,Platelets,1,0,0,0,0,0,0,0,0,1
2023-07-30,BB009,A-,FFP,18,1,0,0,0,1,1,0,0,18
2023-07-30,BB009,AB-,PRBC,15,0,0,0,0,0,0,0,0,15
2023-07-30,BB009,AB-,Platelets,1,0,0,0,0,1,1,0,0,0
2023-07-30,BB009,AB-,FFP,11,0,0,0,0,0,0,0,0,11
2023-07-30,BB010,O+,PRBC,972,18,0,0,0,18,18,0,0,972
2023-07-30,BB010,O+,Platelets,20,6,0,0,0,7,7,0,0,19
2023-07-30,BB010,O+,FFP,223,4,0,0,0,2,2,0,0,225
2023-07-30,BB010,B+,PRBC,403,19,0,0,0,1,1,0,0,421
2023-07-30,BB010,B+,Platelets,35,2,0,0,0,1,1,0,0,36
2023-07-30,BB010,B+,FFP,148,2,0,0,0,2,2,0,0,148
2023-07-30,BB010,A+,PRBC,147,3,0,0,0,13,13,0,0,137
2023-07-30,BB010,A+,Platelets,19,9,0,0,0,8,8,0,0,20
2023-07-30,BB010,A+,FFP,80,3,0,0,0,4,4,0,0,79
2023-07-30,BB010,AB+,PRBC,114,2,0,0,0,5,5,0,0,111
2023-07-30,BB010,AB+,Platelets,1,3,0,0,0,1,1,0,0,3
2023-07-30,BB010,AB+,FFP,42,0,0,0,0,2,2,0,0,40
2023-07-30,BB010,O-,PRBC,70,5,0,0,0,1,1,0,0,74
2023-07-30,BB010,O-,Platelets,7,1,0,0,0,1,1,1,1,6
2023-07-30,BB010,O-,FFP,3,0,0,0,0,0,0,0,0,3
2023-07-30,BB010,B-,PRBC,28,3,0,0,0,4,4,0,0,27
2023-07-30,BB010,B-,Platelets,3,1,0,0,0,1,1,0,0,3
2023-07-30,BB010,B-,FFP,15,1,0,0,0,0,0,0,0,16
2023-07-30,BB010,A-,PRBC,71,1,0,0,0,0,0,1,1,71
2023-07-30,BB010,A-,Platelets,2,2,0,0,0,1,1,0,0,3
2023-07-30,BB010,A-,FFP,36,0,0,0,0,1,1,0,0,35
2023-07-30,BB010,AB-,PRBC,22,0,0,0,0,1,1,0,0,21
2023-07-30,BB010,AB-,Platelets,1,1,0,0,0,0,0,0,0,2
2023-07-30,BB010,AB-,FFP,25,0,0,0,0,0,0,0,0,25
2023-07-30,BB011,O+,PRBC,143,10,0,0,0,6,6,0,0,147
2023-07-30,BB011,O+,Platelets,23,5,0,0,0,12,12,0,0,16
2023-07-30,BB011,O+,FFP,74,3,0,0,0,3,3,0,0,74
2023-07-30,BB011,B+,PRBC,16,3,0,0,0,3,3,0,0,16
2023-07-30,BB011,B+,Platelets,1,8,0,0,0,2,2,0,0,7
2023-07-30,BB011,B+,FFP,63,1,0,0,0,2,2,0,0,62
2023-07-30,BB011,A+,PRBC,244,14,0,0,0,2,2,0,0,256
2023-07-30,BB011,A+,Platelets,10,0,0,0,0,1,1,0,0,9
2023-07-30,BB011,A+,FFP,109,7,0,0,0,2,2,0,0,114
2023-07-30,BB011,AB+,PRBC,48,1,0,0,0,2,2,0,0,47
2023-07-30,BB011,AB+,Platelets,8,1,0,0,0,1,1,0,0,8
2023-07-30,BB011,AB+,FFP,32,0,0,0,4,0,0,0,0,28
2023-07-30,BB011,O-,PRBC,37,3,0,0,0,1,1,0,0,39
2023-07-30,BB011,O-,Platelets,4,1,0,0,0,2,2,1,1,2
2023-07-30,BB011,O-,FFP,28,1,0,0,0,1,1,0,0,28
2023-07-30,BB011,B-,PRBC,11,1,0,0,0,0,0,0,0,12
2023-07-30,BB011,B-,Platelets,2,0,0,0,0,0,0,1,1,1
2023-07-30,BB011,B-,FFP,13,0,0,0,0,0,0,0,0,13
2023-07-30,BB011,A-,PRBC,4,0,0,2,0,0,0,0,0,6
2023-07-30,BB011,A-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-30,BB011,A-,FFP,15,0,0,0,0,0,0,0,0,15
2023-07-30,BB011,AB-,PRBC,14,0,0,0,0,0,0,0,0,14
2023-07-30,BB011,AB-,Platelets,2,0,0,0,0,0,0,1,1,1
2023-07-30,BB011,AB-,FFP,10,0,0,0,0,0,0,0,0,10
2023-07-30,BB012,O+,PRBC,144,10,0,0,0,8,8,0,0,146
2023-07-30,BB012,O+,Platelets,13,1,0,0,0,4,4,0,0,10
2023-07-30,BB012,O+,FFP,58,3,0,0,0,2,2,0,0,59
2023-07-30,BB012,B+,PRBC,17,3,0,0,0,1,1,0,0,19
2023-07-30,BB012,B+,Platelets,14,1,0,0,0,1,1,0,0,14
2023-07-30,BB012,B+,FFP,6,0,0,0,0,2,2,0,0,4
2023-07-30,BB012,A+,PRBC,79,2,0,0,0,2,2,0,0,79
2023-07-30,BB012,A+,Platelets,8,1,0,0,0,1,1,0,0,8
2023-07-30,BB012,A+,FFP,2,1,0,0,0,0,0,0,0,3
2023-07-30,BB012,AB+,PRBC,35,2,0,0,0,1,1,0,0,36
2023-07-30,BB012,AB+,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-30,BB012,AB+,FFP,19,0,0,1,0,1,1,0,0,19
2023-07-30,BB012,O-,PRBC,5,1,0,0,0,0,0,0,0,6
2023-07-30,BB012,O-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-30,BB012,O-,FFP,5,0,0,0,0,0,0,0,0,5
2023-07-30,BB012,B-,PRBC,7,1,0,0,0,0,0,0,0,8
2023-07-30,BB012,B-,Platelets,0,0,0,0,0,0,0,0,0,0
2023-07-30,BB012,B-,FFP,10,0,0,0,0,0,0,0,0,10
2023-07-30,BB012,A-,PRBC,17,0,0,0,0,0,0,0,0,17
2023-07-30,BB012,A-,Platelets,0,1,0,0,0,0,0,0,0,1
2023-07-30,BB012,A-,FFP,12,0,0,0,0,0,0,0,0,12
2023-07-30,BB012,AB-,PRBC,1,0,0,0,0,0,0,0,0,1
2023-07-30,BB012,AB-,Platelets,0,0,0,0,0,0,0,0,0,0
